"screen_name","text"
"makemytripcare","@DevidyalS We request you to check cancellation terms and conditions mentioned on hotel voucher. 
Â 
-Thanks,
Garima  https://t.co/jq6HypUQKH"
"makemytripcare","@DevidyalS We request you to check cancellation terms and conditions mentioned on hotel voucher. 
Â 
-Thanks,
Garima  https://t.co/jq6HypUQKH"
"makemytripcare","@JDKJain We regret any inconvenience caused. We will get the issue validated with the hotel and connect with you within 24- 48 working hrs.Â 
Â 
-Thanks,
Garima  https://t.co/jq6HypUQKH"
"nvccis","@keepyourpiss Especially the lyrics lol
I love Neutral Milk Hotel so much"
"nono_kgmp","@mohu_gnumille @GNU0822 Upper Hotel"
"annaholligan","Couple tell the BBC they had permission to leave hotel, from police &amp; local health service - &amp; believe theyâ€™re being unfairly cast as criminals. At the time quarantine was voluntary, public health order issued to enforce it. Theyâ€™re now in hospital. Mystery intensifies #COVID19 https://t.co/uAZEuCflPx"
"TravelodgeUK","@bigfatfrog67 Hi Jonathan, thanks for getting in touch. Could you please DM us and let us know the arrival date, hotel location and full name under the booking you attempted to make? - Jordon"
"TravelodgeUK","@bjwlfc Hi Belinda, thanks for getting in touch! We're happy to hear that you were pleased with our staff during this stay with us. Please rest assured I have forwarded your comments on to the hotel's management team who will review them further. 

Many thanks - Jordon"
"nurrrryn","all the hotel jobs offered all pay so g00d like ????? $10-$17.50 / hr ?????? &amp; im stuck w coffee bean :"")"
"no1maverick81","@DrTonyLeachon @CabSec_Karlo @karlo_nograles The right approach, as mentioned in my other post HK has had zero local cases for months, 4 since April. and all omicron cases were picked up inbound in hotel quarantine before community release. Itâ€™s strict here and outbound HK travel poses very little risk to any country. https://t.co/2GdPJagMQC"
"no1maverick81","@DrTonyLeachon Sir, HK has only had 4 local community cases of covid since April, the 3 omicron cases have all been picked up from inbound travellers in hotel quarantine, before release. So Iâ€™d suggest HK outbound travel has near zero risk for PH. https://t.co/GP9EXI03Jk https://t.co/QDroAjnVxv"
"1StevieKilner","Nice being at a hotel on a weekday at this time of year. It's lovely and quiet and you can just roam around and dick about. https://t.co/AjFLPsvXhB"
"horeca_werk","Banqueting Manager, Sheraton Amsterdam Airport Hotel &amp; Conference Center, #Schiphol #vacatures #vacature #horeca https://t.co/2cpaLzCfev"
"vacatures_hotel","Banqueting Manager, Sheraton Amsterdam Airport Hotel &amp; Conference Center, #Schiphol #vacatures #vacature #horeca https://t.co/8yaUqggiNd"
"FaithDrivenVC","As UC housing crunch worsens, students find out what itâ€™s like to live in hotel https://t.co/oZISpVo1BV #FaithDrivenVentureCapital #FaithDrivenInvestors #FaithDrivenEntrepreneurs"
"DetlefMannheim","@GBNEWS @10DowningStreet If positive in the Host Country then you must remain until recovered. Stop your pathetic little money making scheme by forcing people into a quarantine hotel."
"BrownDog16","@SallyRMelb @ashishkjha @MaxBoot But we need to impose precaution with a sharp knife, not a blunt stick. Putting US-based double-vaxxed and boosted me into a Heathrow hotel for 3 days doesnt help stem Omicrom at all."
"ienbiee","LOOK! I UNLOCKED DUMPLING! https://t.co/bTHDya5JTm"
"ienbiee","LOOK! I UNLOCKED COOKIE MONSTER! https://t.co/bTHDya5JTm"
"ienbiee","LOOK! I UNLOCKED CURRY! https://t.co/bTHDya5JTm"
"ienbiee","DO YOU WANT TO BE A RESORT OWNER? https://t.co/QJAusxMZPK"
"leeibsports1","Now playing Hotel California by Eagles! Listen live here: https://t.co/DtGOAS2kuj"
"Jvst4p3rs0n","@WeeBelle nah bro put him in jail, workin' at the hotel and he tried to get a room with that ID"
"kh1046844","@milklinejk East or west ,, Quetta hotel is best <U+0001F923><U+0001F923>"
"ehealthonline","Announcing! Alpana Razdan, Lab Head, Genestrings will be speaking at the Elets 3rd Diagnostics Leadership Summit on 14 December 2021 at Eros Hotel, New Delhi.

Visit: https://t.co/XeWxkJYADp

#EletsDiagnostics #Diagnostics https://t.co/dIW3KzpynM"
"HarrogateLifeAp","@_NovusSolutions Good afternoon,
Would this be of interest to your company to store for when you need itâ€¦ 
Think of us just like a hotel, so when you need accommodation for you or your team in Harrogate town centre, give us a call on 01423 568 820.
https://t.co/xGTa25DOTQ"
"HarrogateLifeAp","@ContractJournal Good afternoon,
Would this be of interest to your company to store for when you need itâ€¦ 
Think of us just like a hotel, so when you need accommodation for you or your team in Harrogate town centre, give us a call on 01423 568 820.
https://t.co/xGTa25DOTQ"
"HarrogateLifeAp","@TCIndex @ContractJournal Good afternoon,
Would this be of interest to your company to store for when you need itâ€¦ 
Think of us just like a hotel, so when you need accommodation for you or your team in Harrogate town centre, give us a call on 01423 568 820.
https://t.co/xGTa25DOTQ"
"HarrogateLifeAp","@PCbyRoma Good afternoon,
Would this be of interest to your company to store for when you need itâ€¦ 
Think of us just like a hotel, so when you need accommodation for you or your team in Harrogate town centre, give us a call on 01423 568 820.
https://t.co/xGTa25DOTQ"
"HarrogateLifeAp","@mjgroupuk Need accommodation in Harrogate? Check out Harrogate Lifestyle Luxury Serviced Apartments... (The perfect alternative to a hotel in Harrogate town centre)

https://t.co/6yVETJmCpf"
"HarrogateLifeAp","@PCbyRoma Good afternoon,
Would this be of interest to your company to store for when you need itâ€¦ 
Think of us just like a hotel, so when you need accommodation for you or your team in Harrogate town centre, give us a call on 01423 568 820.
https://t.co/xGTa25DOTQ"
"EastBayTimes","As UC housing crunch worsens, students find out what itâ€™s like to live in hotel https://t.co/78iArozFEY"
"mercnews","As UC housing crunch worsens, students find out what itâ€™s like to live in hotel https://t.co/JEg5K8XK6X"
"AnRabhartaGlas","Great news this morning - the application to build a hotel on top of @CobblestoneDub has been refused by DCC. 

A huge win for the staff and the owners of the Cobblestone, as well as the musicians, activists and everyone else who made a submission."
"GhercaAndrei","@bppulseuk The one from Premier Inn Gravesend (A2/Singlewell) hotel is dead from July!!!! Come on guys you lost so many premium membership customers... Woke up BP plus!!"
"Trad_Spirits","INSPIRATION drives our team. We will motivate, innovate and evolve to ensure our continued growth. Grow with us as a Dishwasher at Springs and be inspired every day! Seeking qualified candidates in #Sulphur, OK. Join our team! https://t.co/cgRepEnuV6 #CustomerService"
"goin2bhomlshelp","today is the last day i will have my home. going to store my things and book a hotel for a few nights for me and fig. here we go."
"tamlite","Tamlite CITY PT luminaires installed at @dakotahotelsuk Eurocentral, Scotland!

Take a look at our newest case study, showing Tamlite's Urban solution specified for the popular hotel's car park - https://t.co/KSXAbwTmQY

#casestudy #new #lightingforaliving #urban #specification https://t.co/Q4mPWw3yOE"
"rhiannon_io","Hotel concierge: Bonjour, comment allez-vous?

Me, jet lagged, brain dead, paralyzed by this moment finally arriving after practicing my French for weeks: â€¦â€¦.. Iâ€™m sorry, English? 

<U+0001F62D>"
"CelebrityGigMag","EFCC Searches For Fraudsters In Ex-governor Danielâ€™sÂ Hotel https://t.co/hua9Pnqo6e"
"lukehar04175810","@silkse7uk @FoxyII2 Iâ€™ve booked a hotel just need to see if tickets make it down to my level of points <U+0001F602>"
"_zenpancake","People must live in very fearful places if they think that quarantining for 14 days in a 5 star hotel means having ur freedom taken away, being over run by Nazis, turned into slaves, part of a genocide. I would love to break from work, relax for 14 days &amp; do absolutely nothing."
"_zenpancake","@KCSheldo @Damonfg @clairlemon What's draconian about a two week holiday in a five star hotel?"
"LS_Charlton","@ZFEllis95 What paying for a hotel miles more than the ticket price and pretending you jibbed lol. Clout chaser"
"Chiranjib9292","@makemytrip I have unrestricted cash wotrh 1665<U+20B9> in my mmt wallet, but while booking any domestic flight or hotel, at the payment page there is no option coming to use or redeem the balance,"
"FiveMixedNuts","I like the idea of a pocket dimension, where you can go and no one can disturb you and heck you can even travel and pay for one and donâ€™t have to pay for a hotel......but it would be boring in the same place."
"GabrielSassoon","@ZBasyouny Quarantine works when itâ€™s done right. Howard Springs still zero leaks, 14 months in operation. Hotel quarantine leaks once a week. 

So I agree with you. Donâ€™t bother doing it unless you do it correctly."
"untilshebleed","Johnny Depp and Kate Moss at the Royalton Hotel in New York, 1994. https://t.co/ahihfs4uEV"
"chrisjbarlow","@D0dgyDav0 @DrewLawDesign Did you have a drink in The Bay Hotel? A great place"
"BHinFlorida","@BloggerX1 Nice!  Glad to hear that.  I do want to go to say I did.  What do you think about Smashmouth burgers?  They have a store right next to the hotel.  That one seems pretty â€œchainyâ€ though."
"rock929ROCKS","OK, this video just showed us at least 3 places we never thought to look for cameras!   https://t.co/MwXfRlqMdr"
"9ja_breed","Couple infected with COVID-19 arrested at Amsterdamâ€™s Schiphol airport after fleeing quarantine hotel https://t.co/6NJXxSL0V2 #News"
"celebsocialfeed","Couple infected with COVID-19 arrested at Amsterdamâ€™s Schiphol airport after fleeing quarantine hotel https://t.co/fcjhaciSHj #News"
"KmfaToday","If there was a law that said a President had to divest all his properties #Trump never would have become President. The Presidency to him was nothing more than another scam but this time it involved anyone who paid taxes. #mondaythoughts #GOPHypocrisy   https://t.co/WpJz0o4thZ"
"BentBladi0","Court of Sidi M'hamed - Algiers <U+0001F1E9><U+0001F1FF>
Former Prime Minister Abdelmalek Sellal acquitted this morning in the case of the Yugarithen Palace hotel in Bejaia.
Noting that the hotel was built illegally, on an underground pipeline area in the Brise de Mer region. https://t.co/nWc9RDm30r"
"leonskyblue1","@lulubaker @Femi_Sorry Not long back from Greece and apart from hotel restaurant! Nowhere and I mean nowhere asked us to wear a mask! Not one bar, restaurant or shop! Some staff had them on in shops that's it! It was amazing, 6 of us no covid at all, met lots of people guess what no covid <U+0001F440><U+0001F926>."
"Zanupfmalawi","Afreximbank shows confidence in Zim, sets up regional HQ. The bank is owned by 146 institutions among them African gvts including Zim. It will house a trade exhibition centre, world-class Hotel facility as well as a trade info facility and tech  incubation hub
@zanupf_patriots https://t.co/lKvvVlklhe"
"HerbScribner","Couple who traveled to South Africa arrested for 'fleeing' Amsterdam quarantine hotel https://t.co/NXSPjNFLPo via @CNNTravel"
"Writes31L","@patrick_kidd @TheSimonEvans @MythologyMonday He's a fascinating character, alright.

I used to live within walking distance of his manor house down here in Devonshire. It's a lovely hotel now.

https://t.co/EKt73dzJOT https://t.co/Cg5XRca1P7"
"ResidenceHotelG","2 days left to take advantage of this offer <U+2728>Don't miss your chance to experience Galway from our Quay Street hotel 
https://t.co/YDaCTfFbgq https://t.co/SsbJ7hGLRe"
"dgldemocrat","Kinncasslagh native is new owner of the Viking House Hotel https://t.co/SlGFycOEFm"
"DonegalLiveNews","Kinncasslagh native is new owner of the Viking House Hotel https://t.co/vh7uewaXYy"
"garun_am","Just posted a photo @ Holiday Inn Express Yerevan, an IHG Hotel https://t.co/ttRKu8bvN1"
"HDC_Ireland","The *<U+0001D40F><U+0001D404><U+0001D411><U+0001D405><U+0001D404><U+0001D402><U+0001D413>* Family Holiday From just â‚¬166pp!<U+0001F60D>
<U+0001D60B><U+0001D60C><U+0001D61B><U+0001D608><U+0001D610><U+0001D613><U+0001D61A> <U+0001D60F><U+0001D60C><U+0001D619><U+0001D60C>: https://t.co/oehKKphmQD

<U+0001D416><U+0001D40E><U+0001D416>! This 5<U+2B50> <U+0001D400><U+0001D425><U+0001D425> <U+0001D408><U+0001D427><U+0001D41C><U+0001D425><U+0001D42E><U+0001D42C><U+0001D422><U+0001D42F><U+0001D41E> Hotel Includes:
<U+0001F538> Fantastic entertainment programme
<U+0001F539> Relaxing spa
<U+0001F539> Adults only infinity pool 
( <U+0001F4CD> San Miguel De Abona) https://t.co/2HGVuSNGYt"
"idrissbcom","This expo was in The Pointe, in Palm Jumeirah, and it included more than 15 polygonal animals. 

One of them was a giant Osi of 6 meters high, which was placed in front of the World Highest Fountain and Atlantis Hotel.

Isnâ€™t it stunning? <U+0001F929>

#sculptures #polygonNFT #nftcollector https://t.co/ejv3Z22xi5"
"AuthorCharles","-I see no end to #travelling
The Glory Grand Hotel, Zhengzhou, China
https://t.co/ZppaP2x2WF
#Tourism #Tourist #letsgoeverywhere #travelpics 
#tourismchat #ttot #wanderlust #trip #rtw #twwt #travelmassive"
"colinball42","@scarlets_rugby I read in â€˜Wales Onlineâ€™ that there might be a way around the 10 days quarantine. Please let me know how as my son is about to spend Â£2300 and 10 days in an airport hotel."
"colinball42","I read in â€˜Wales Onlineâ€™ that there might be a way around the 10 days quarantine. Please let me know how as my son is about to spend Â£2300 and 10 days in an airport hotel."
"Naruto26208108","@binaylee9 @mikslmnc oh hotel daw ahaah"
"sapiopath","""A woman is charged with arson in quarantine hotel fire in Australia."" by BY YAN ZHUANG via NYT New York Times https://t.co/n4ytpdm9Av"
